Image,Label,features
531.jpg,4,"[4.14220587e-04 2.14641565e-03 9.41410381e-03 1.69453875e-03
 7.55387694e-02 1.60792898e-02 2.53804252e-02 1.91294588e-02
 0.00000000e+00 0.00000000e+00 9.41410428e-04 1.84139870e-02
 8.28441174e-04 4.97252971e-01 8.53633285e-01 7.53128342e-03
 6.84970245e-02 3.55099998e-02 0.00000000e+00 6.02502667e-04
 7.46350214e-02 1.01672322e-03 1.80374235e-02 4.59784865e-02
 8.66097573e-04 1.28031813e-03 0.00000000e+00 0.00000000e+00
 8.66097573e-04 8.54800642e-03 6.02502667e-04 9.03754029e-04
 0.00000000e+00 2.63594906e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.38907761e-04 7.53128342e-03 3.76564167e-05
 1.12969254e-03 4.14220587e-04 3.01251333e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.44766707e-03 3.05016972e-02
 7.15471921e-04 1.05437962e-02 3.76187600e-02 1.84516446e-03
 1.12969254e-04 0.00000000e+00 0.00000000e+00 4.51877015e-04
 1.35563104e-03 2.25938507e-04 7.90784776e-04 0.00000000e+00
 2.63594906e-04 1.12969254e-04 0.00000000e+00 0.00000000e+00
 1.24266173e-03 1.58156955e-03 1.50625667e-04 9.79066826e-04
 3.76564167e-05 2.25938507e-04 1.12969254e-04 0.00000000e+00]"
533.jpg,2,"[9.2941038e-05 6.0876380e-03 6.1759319e-02 9.2941038e-05 9.0152808e-02
 2.1841144e-02 4.6470519e-05 1.6218212e-02 4.6470519e-05 0.0000000e+00
 9.8052798e-03 1.2607452e-01 5.5764621e-04 2.6613668e-01 7.8321415e-01
 5.1117572e-04 3.7873473e-02 8.8293990e-03 0.0000000e+00 1.3058215e-02
 5.1033926e-01 1.0223514e-03 6.5616369e-02 1.1738453e-01 2.3235260e-04
 9.2941039e-04 0.0000000e+00 0.0000000e+00 1.3197628e-02 5.2929923e-02
 3.2529363e-04 3.6247005e-03 1.5799976e-03 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 6.0411673e-03 1.7705267e-02 0.0000000e+00
 2.0447029e-03 5.5764621e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.6899875e-03 5.6415211e-02 0.0000000e+00 7.2029303e-03
 8.5505759e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 4.6470520e-04 2.6952901e-03 0.0000000e+00 1.1617630e-03 0.0000000e+00
 0.0000000e+00 9.2941038e-05 0.0000000e+00 0.0000000e+00 5.1117572e-04
 7.4352830e-04 0.0000000e+00 9.0617510e-03 0.0000000e+00 0.0000000e+00
 1.8588208e-04 0.0000000e+00]"
535.jpg,4,"[0.00000000e+00 1.06892521e-02 3.43551673e-02 1.31966066e-04
 3.44871320e-02 1.49561546e-03 2.55134399e-03 7.08217919e-03
 0.00000000e+00 0.00000000e+00 1.37684597e-02 1.66761130e-01
 4.39886899e-05 7.10505307e-01 6.25519156e-01 7.47807731e-04
 6.25079274e-02 8.79773797e-05 0.00000000e+00 1.39884036e-02
 2.13257164e-01 4.39886899e-05 3.73903848e-02 8.35345238e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.00297064e-03 1.41643584e-02 0.00000000e+00 2.19943453e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 2.19943444e-03 9.98543296e-03 0.00000000e+00
 7.91796425e-04 4.39886899e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.06166993e-03 1.21804684e-01
 0.00000000e+00 5.58656361e-03 1.04253199e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.67157024e-03
 2.63932138e-03 0.00000000e+00 2.19943453e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.09971722e-03 4.09094803e-03 0.00000000e+00 2.19943453e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
536.jpg,4,"[2.69544194e-04 3.23453033e-03 5.52180558e-02 2.07934086e-03
 5.23685887e-02 1.41318170e-02 9.24151507e-04 9.93462931e-03
 0.00000000e+00 0.00000000e+00 4.62075754e-04 1.52831554e-01
 8.47138930e-04 2.80942053e-01 9.13908839e-01 1.15518938e-04
 1.57490820e-02 0.00000000e+00 0.00000000e+00 5.00582100e-04
 7.57034123e-02 3.46556830e-04 3.54258087e-03 2.03736901e-01
 3.85063140e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.15518938e-04 4.15868172e-03 2.69544194e-04 0.00000000e+00
 0.00000000e+00 3.85063140e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.70126280e-05 8.93346500e-03 0.00000000e+00
 0.00000000e+00 3.85063140e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.65693571e-03 9.20685977e-02
 1.07432613e-02 3.08050518e-03 1.12438435e-02 7.31619948e-04
 7.70126280e-05 0.00000000e+00 0.00000000e+00 2.69544194e-04
 6.00698497e-03 1.07817678e-03 3.85063140e-05 0.00000000e+00
 2.69544194e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.15518938e-04 2.65693571e-03 3.46556830e-04 7.70126280e-05
 0.00000000e+00 1.15518938e-04 0.00000000e+00 0.00000000e+00]"
539.jpg,3,"[6.2386144e-04 4.1061424e-02 2.0473998e-02 3.4028804e-04 4.0153988e-02
 5.5126663e-02 1.7581549e-03 1.3611522e-03 4.1401712e-03 0.0000000e+00
 1.3180490e-01 3.9416697e-02 5.6714675e-04 5.5444264e-01 3.6138591e-01
 1.5312962e-03 2.0303853e-02 3.4028804e-04 0.0000000e+00 5.8926545e-02
 5.1116937e-01 2.2685870e-03 3.8662395e-01 2.8079435e-01 2.0984430e-03
 1.1342935e-03 0.0000000e+00 0.0000000e+00 9.5847799e-03 2.4387309e-02
 1.5880109e-03 9.4146356e-03 2.8357338e-04 2.2685870e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.0058778e-03 8.9609185e-03 3.9700273e-04
 3.8565979e-03 0.0000000e+00 1.1342935e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.9991922e-01 1.6560685e-02 6.8057608e-04 4.0324133e-02
 6.2386144e-04 5.6714674e-05 5.6714674e-05 0.0000000e+00 0.0000000e+00
 3.9133127e-03 2.8357338e-04 0.0000000e+00 2.2685870e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.6714675e-04
 2.2685870e-03 0.0000000e+00 5.6714675e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
540.jpg,4,"[4.6078590e-04 1.3237721e-01 2.5935663e-02 1.1256341e-02 5.7269104e-02
 4.2787259e-03 0.0000000e+00 1.1585474e-02 0.0000000e+00 0.0000000e+00
 8.9589946e-02 1.9418834e-02 2.6330622e-03 3.5697740e-01 6.7669697e-02
 6.5826556e-05 2.6330622e-04 6.5826556e-05 0.0000000e+00 3.3920425e-01
 5.1805500e-02 8.5574522e-04 1.1559143e-01 4.4103791e-03 1.3165311e-04
 2.6330622e-04 0.0000000e+00 0.0000000e+00 2.1703015e-01 3.2518320e-02
 5.9243903e-04 2.4750786e-02 8.5574522e-04 1.9747968e-04 2.6330622e-04
 0.0000000e+00 0.0000000e+00 7.0302762e-02 7.4581489e-02 2.6330622e-04
 6.7011431e-02 6.9117886e-03 0.0000000e+00 6.5826556e-05 0.0000000e+00
 0.0000000e+00 5.8730453e-01 3.8561198e-01 3.7521138e-03 3.4716925e-01
 1.6917425e-01 0.0000000e+00 1.9747968e-04 0.0000000e+00 0.0000000e+00
 3.2913277e-03 1.3165311e-03 1.9747966e-03 1.8431436e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3823577e-03
 8.0966661e-03 1.9089702e-03 2.3697561e-03 6.5826556e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
541.jpg,0,"[9.2260612e-05 3.4136428e-03 1.7990819e-03 2.0758638e-03 1.4941606e-01
 4.3362487e-02 6.5043732e-03 1.1380347e-01 1.4175843e-01 0.0000000e+00
 1.9836032e-03 8.3034551e-03 1.7990819e-03 5.0365067e-01 7.9279542e-01
 3.3675123e-03 9.3413867e-02 1.2455182e-03 0.0000000e+00 2.9062093e-03
 6.9656763e-03 2.9984699e-03 6.4720817e-02 1.3797575e-01 1.7990819e-03
 3.7365549e-03 4.6130305e-04 0.0000000e+00 2.6755577e-03 2.0758638e-03
 1.5684305e-03 1.1025143e-02 1.4761698e-03 4.1517275e-04 9.2260612e-05
 0.0000000e+00 0.0000000e+00 2.3065152e-04 1.1993879e-03 7.3808490e-04
 1.9836032e-03 4.6130306e-05 4.1517275e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.6145607e-03 1.2916486e-03 2.1681243e-03 1.6749914e-01
 1.1071274e-03 8.7647582e-04 7.3808488e-03 0.0000000e+00 0.0000000e+00
 7.3808490e-04 3.2291215e-04 3.6904245e-04 8.7647578e-03 4.6130306e-05
 4.6130306e-05 4.6130306e-05 0.0000000e+00 0.0000000e+00 5.5356370e-04
 1.5223001e-03 4.6130305e-04 5.2127247e-03 0.0000000e+00 1.8452122e-04
 1.3839093e-04 0.0000000e+00]"
544.jpg,3,"[1.38473157e-02 2.99430359e-02 1.00642862e-02 1.89151475e-03
 1.65311247e-01 7.63743697e-03 2.28409329e-03 2.78373864e-02
 3.56889577e-05 0.00000000e+00 8.38690531e-03 2.49465816e-02
 7.85157084e-04 9.67920244e-01 8.67241696e-02 4.63956443e-04
 1.19558007e-01 0.00000000e+00 0.00000000e+00 1.50607405e-02
 3.01571693e-02 2.53391592e-03 4.36475947e-02 8.81517213e-03
 2.49822711e-04 1.42755831e-04 0.00000000e+00 0.00000000e+00
 4.49680863e-03 1.55603858e-02 3.92578542e-04 7.76948631e-02
 1.40257608e-02 1.07066873e-04 7.17348047e-03 0.00000000e+00
 0.00000000e+00 2.46253819e-03 4.38974192e-03 1.42755831e-04
 9.85015277e-03 3.96147417e-03 0.00000000e+00 4.10423009e-03
 0.00000000e+00 0.00000000e+00 1.27409576e-02 3.85440746e-03
 1.97716821e-02 2.90508121e-02 2.24840431e-03 2.24840431e-03
 3.56889577e-05 0.00000000e+00 0.00000000e+00 1.89151475e-03
 1.78444781e-04 1.24911347e-03 2.06995965e-03 0.00000000e+00
 1.42755831e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.14133746e-04 3.21200612e-04 4.63956443e-04 1.60600315e-03
 0.00000000e+00 3.56889577e-05 0.00000000e+00 0.00000000e+00]"
547.jpg,0,"[0.0000000e+00 1.5168081e-03 1.4451810e-02 0.0000000e+00 4.5377839e-02
 8.1444167e-02 5.0560269e-04 1.0874671e-01 1.5168080e-02 0.0000000e+00
 2.1488115e-03 2.4563864e-02 8.4267114e-05 2.2377132e-01 9.2125022e-01
 4.2133557e-04 2.1066779e-01 7.5376935e-02 0.0000000e+00 1.2724334e-02
 3.4970853e-02 1.5168081e-03 7.5334802e-02 1.3166736e-01 1.5168081e-03
 1.6432088e-03 0.0000000e+00 0.0000000e+00 1.3356337e-02 1.9634238e-02
 7.1627047e-04 6.6950224e-02 5.5616293e-03 4.2133557e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 3.7920201e-04 6.9941706e-03 2.9493490e-04
 4.6346913e-04 2.9493490e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.4267114e-04 5.6880303e-03 0.0000000e+00 5.4773624e-04
 7.5840403e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 8.4267114e-05 8.8480470e-04 0.0000000e+00 0.0000000e+00 4.2133557e-05
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.9493490e-04
 5.3088283e-03 0.0000000e+00 8.4267114e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
548.jpg,0,"[0.0000000e+00 2.5217431e-02 3.1310195e-01 0.0000000e+00 4.4869635e-02
 2.9391350e-02 0.0000000e+00 5.7971105e-05 0.0000000e+00 0.0000000e+00
 4.5565289e-02 5.6649363e-01 0.0000000e+00 1.6556548e-01 1.7478289e-01
 0.0000000e+00 9.8550878e-04 0.0000000e+00 0.0000000e+00 3.5130490e-02
 1.8527564e-01 2.6666708e-03 2.9449321e-02 6.3768215e-04 6.3768215e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.5420343e-02 1.6347852e-02
 5.2173994e-03 2.3304384e-02 2.8985552e-04 2.7246419e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00 1.8782638e-02 8.0579836e-03 2.1449309e-03
 2.6029026e-02 0.0000000e+00 1.1594221e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.9681239e-02 1.3240600e-01 9.2753768e-04 4.2585573e-01
 5.2579790e-01 1.7391331e-04 2.4347864e-03 0.0000000e+00 0.0000000e+00
 2.6086997e-03 4.9855150e-03 5.7971105e-05 5.7971105e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.5072487e-03
 2.6666708e-03 0.0000000e+00 8.1159547e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
