Image,Label,features
13.jpg,0,"[2.54766550e-04 1.50312260e-02 1.06288604e-01 1.73241249e-03
 2.28933215e-01 3.03172190e-02 5.50295739e-03 7.59204291e-03
 0.00000000e+00 0.00000000e+00 4.07626480e-03 3.99270117e-01
 7.13346351e-04 2.02131778e-01 8.28602731e-01 9.17159545e-04
 1.48274126e-02 1.67126860e-02 0.00000000e+00 9.78303514e-03
 6.36916384e-02 4.07626474e-04 5.31952530e-02 6.34368733e-02
 1.52859924e-04 4.63675102e-03 5.29914396e-03 0.00000000e+00
 1.27383275e-02 4.16798070e-02 1.01906619e-04 1.58974323e-02
 5.29914396e-03 2.54766550e-04 1.88527245e-03 0.00000000e+00
 0.00000000e+00 4.89151757e-03 8.21367353e-02 1.01906619e-04
 1.09040085e-02 2.56295148e-02 2.54766550e-04 3.19477245e-02
 0.00000000e+00 0.00000000e+00 8.05062242e-03 8.62130001e-02
 5.09533100e-04 1.30440472e-02 1.34771496e-01 2.54766550e-04
 4.07626474e-04 0.00000000e+00 0.00000000e+00 2.39480543e-03
 2.34385231e-03 5.09533093e-05 2.14003888e-03 5.09533093e-05
 1.01906619e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.46482499e-03 1.63050590e-03 2.54766550e-04 3.71959154e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
14.jpg,3,"[5.00399154e-03 1.14455940e-02 2.76463616e-05 1.10585447e-02
 3.75161134e-02 2.76463616e-05 1.44866938e-02 2.97751315e-02
 0.00000000e+00 0.00000000e+00 2.81992881e-03 1.93524524e-04
 3.54979299e-02 9.93859053e-01 3.60232107e-02 3.25121209e-02
 3.35073918e-02 0.00000000e+00 0.00000000e+00 1.63113535e-03
 5.52927231e-05 3.06321681e-02 5.49609661e-02 7.82391988e-03
 2.49923114e-02 8.84683570e-04 0.00000000e+00 0.00000000e+00
 1.38231815e-04 0.00000000e+00 3.37285618e-03 5.52927231e-05
 0.00000000e+00 1.63113535e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.25280891e-04
 8.29390847e-05 0.00000000e+00 5.25280891e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.57584262e-03 1.10585446e-04
 4.92105214e-03 4.83811321e-03 2.76463616e-05 4.42341785e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 8.57037201e-04
 5.52927231e-05 1.10585452e-03 7.74098095e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.35866309e-04 0.00000000e+00 3.59402708e-04 3.59402708e-04
 0.00000000e+00 5.52927231e-05 0.00000000e+00 0.00000000e+00]"
15.jpg,0,"[3.07454931e-04 8.19879817e-04 9.78731550e-03 1.33230467e-03
 4.61182408e-02 4.55545709e-02 2.47501228e-02 3.64846528e-01
 2.08300710e-01 0.00000000e+00 3.07454931e-04 1.63975954e-02
 7.17394869e-04 1.81910828e-01 6.08914495e-01 6.71276590e-03
 6.15217328e-01 9.86930355e-02 0.00000000e+00 2.56212428e-04
 3.68433483e-02 4.61182382e-04 1.20932274e-02 1.44042641e-01
 3.22827674e-03 2.04969943e-03 2.40839692e-03 0.00000000e+00
 2.56212428e-04 1.44503815e-02 4.61182382e-04 8.71122291e-04
 2.45963945e-03 4.66306647e-03 5.12424886e-05 0.00000000e+00
 0.00000000e+00 1.53727466e-04 1.22981975e-02 5.12424886e-05
 2.56212428e-04 7.07146339e-03 5.12424886e-05 5.12424886e-05
 0.00000000e+00 0.00000000e+00 4.61182382e-04 4.28387187e-02
 3.58697434e-04 1.38354721e-03 3.96616869e-02 6.50779624e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.53727469e-03 0.00000000e+00 1.53727466e-04 1.02484977e-04
 5.63667389e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.02484977e-04 1.28106226e-03 0.00000000e+00 2.56212428e-04
 1.53727466e-04 5.63667389e-04 0.00000000e+00 0.00000000e+00]"
16.jpg,2,"[0.00000000e+00 5.49128354e-02 1.97745949e-01 0.00000000e+00
 6.26792908e-02 8.31907094e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.43380752e-02 5.93486786e-01
 0.00000000e+00 1.20977506e-01 6.89273119e-01 0.00000000e+00
 1.84204441e-03 1.44376454e-03 0.00000000e+00 9.40936152e-03
 2.36478671e-01 0.00000000e+00 1.98144242e-02 5.77505790e-02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.38967920e-03 4.86399271e-02 0.00000000e+00 5.97419799e-04
 5.97419799e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.24462461e-03 3.28580886e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.06539866e-02 2.01878101e-01
 0.00000000e+00 1.64290448e-03 1.98144242e-02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.14075437e-03
 9.70807206e-03 0.00000000e+00 0.00000000e+00 1.49354950e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.17763849e-03 1.67277548e-02 0.00000000e+00 1.49354950e-04
 2.98709900e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
17.jpg,0,"[6.8927528e-03 7.4454732e-02 1.6295508e-01 6.2424932e-03 1.8649447e-01
 1.6451569e-02 3.8365321e-03 1.1249493e-02 1.5606233e-03 0.0000000e+00
 8.9410707e-02 2.1178958e-01 5.9173629e-03 6.8407321e-01 1.0508197e-01
 2.7310906e-03 7.6730642e-03 3.5114023e-03 0.0000000e+00 1.1880244e-01
 4.1831204e-01 1.4565817e-02 4.0069002e-01 1.0781305e-01 4.6168435e-03
 4.2917137e-03 1.6906752e-03 0.0000000e+00 4.5323100e-02 4.2266879e-02
 1.6646648e-02 1.1821721e-01 1.3460375e-02 2.9261685e-03 6.5025967e-04
 0.0000000e+00 0.0000000e+00 8.2582980e-03 2.5945362e-02 2.3409349e-03
 1.2745090e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 5.6897722e-02 7.8031160e-02 2.0158051e-02 9.5653199e-02
 2.6660647e-02 4.4867918e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00
 6.0474151e-03 1.1249493e-02 2.4709867e-03 1.7557011e-03 6.5025968e-05
 1.3005194e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00 3.2512983e-03
 1.1184466e-02 5.8523373e-04 4.0316102e-03 0.0000000e+00 1.9507791e-04
 0.0000000e+00 0.0000000e+00]"
18.jpg,4,"[0.0000000e+00 1.0946354e-02 6.4362001e-01 1.1925988e-03 4.3103930e-02
 2.3724198e-02 1.3629701e-03 2.3170492e-02 1.2777845e-04 0.0000000e+00
 4.8555811e-03 7.1457964e-01 2.1296408e-04 9.0552323e-02 7.9904124e-02
 4.2592816e-05 3.1603869e-02 5.6861408e-02 0.0000000e+00 4.2592816e-04
 1.4072666e-01 1.2777845e-04 1.4481557e-03 1.5759342e-03 1.7037126e-04
 3.4074252e-04 0.0000000e+00 0.0000000e+00 1.2777845e-04 1.1031539e-02
 0.0000000e+00 4.2592816e-05 3.8333534e-04 4.2592816e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 8.6463420e-03 0.0000000e+00
 0.0000000e+00 4.2592816e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.2351917e-03 1.7680278e-01 2.9814971e-04 3.5777965e-03
 8.9444913e-04 7.2407787e-04 1.3203772e-03 0.0000000e+00 0.0000000e+00
 2.9814971e-04 3.9057612e-02 0.0000000e+00 1.7037126e-04 0.0000000e+00
 4.2592816e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.7888983e-03
 1.9933438e-02 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
19.jpg,3,"[1.5745301e-03 1.3686301e-02 2.8947132e-02 1.3928537e-03 3.6407983e-01
 7.2246715e-02 1.0900594e-03 2.6100866e-02 3.9363257e-03 0.0000000e+00
 2.7251484e-02 3.2398988e-02 1.8167656e-03 7.0726687e-01 2.1056314e-01
 2.0590010e-03 3.4518547e-02 2.4162984e-02 0.0000000e+00 2.7245429e-01
 1.9239548e-01 5.8742086e-03 3.8158134e-01 5.5895824e-02 2.7857074e-03
 7.5698569e-03 2.7857074e-03 0.0000000e+00 3.6638107e-02 1.6514400e-01
 4.7235908e-03 3.5850842e-02 9.8710936e-03 6.0558855e-04 1.2111771e-04
 0.0000000e+00 0.0000000e+00 4.9658259e-03 8.7265305e-02 3.8757666e-03
 1.5260831e-02 1.5139714e-03 2.4223542e-04 0.0000000e+00 0.0000000e+00
 0.0000000e+00 8.8415928e-03 1.0658358e-01 2.7857074e-03 5.2565087e-02
 1.0052769e-02 2.4223542e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 1.4534125e-03 3.3912959e-03 1.8167656e-04 1.3928537e-03 1.8167656e-04
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3928537e-03
 4.2391196e-03 1.2111771e-04 4.5419140e-03 1.2111771e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
20.jpg,3,"[1.2649450e-04 1.4553192e-01 6.5587401e-02 1.7076758e-03 5.8193797e-01
 6.9571979e-02 1.3914395e-03 3.7821855e-02 0.0000000e+00 0.0000000e+00
 2.7512554e-02 2.6247609e-02 3.7948351e-04 5.3001195e-01 2.1156205e-01
 1.2649450e-04 3.3830956e-01 4.4273078e-03 0.0000000e+00 1.8341703e-02
 4.8637137e-02 0.0000000e+00 1.1321258e-02 5.5025108e-03 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.0597801e-03 2.2895506e-02
 0.0000000e+00 9.4870874e-04 6.3247251e-05 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 6.9571973e-04 2.5868125e-02 0.0000000e+00
 0.0000000e+00 1.8974175e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 4.6866212e-02 1.1182114e-01 6.3247251e-05 3.4292659e-01
 1.8082389e-01 6.3247251e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00
 3.3963773e-02 1.8341703e-02 1.8974175e-04 7.3430061e-02 4.6802964e-03
 6.3247251e-05 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.0759806e-02
 4.1679937e-02 1.2649450e-04 4.5221783e-02 6.9571973e-04 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
21.jpg,1,"[0.0000000e+00 2.1031199e-03 2.1077935e-02 2.3367998e-04 5.8466733e-02
 3.3135820e-02 3.2715197e-04 5.6457084e-02 0.0000000e+00 0.0000000e+00
 3.1313119e-03 1.6824959e-02 0.0000000e+00 4.0618256e-01 8.0096149e-01
 5.6083198e-04 4.1595038e-02 6.0756798e-03 0.0000000e+00 1.1543791e-02
 1.0305287e-01 2.8041599e-04 2.0423631e-01 3.5136122e-01 0.0000000e+00
 1.0702543e-02 1.7432528e-02 0.0000000e+00 1.0375392e-02 5.4774590e-02
 9.3471994e-05 3.2107629e-02 5.2811676e-03 0.0000000e+00 1.4020799e-04
 0.0000000e+00 0.0000000e+00 7.9451193e-04 4.0426638e-02 0.0000000e+00
 2.2433279e-03 6.5430393e-04 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.6824959e-03 3.2014158e-02 0.0000000e+00 4.4399197e-03
 6.2626237e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 4.6735996e-04 2.1498560e-03 0.0000000e+00 4.6735997e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.3471994e-05
 5.0942237e-03 0.0000000e+00 9.3471994e-05 4.6735997e-05 0.0000000e+00
 0.0000000e+00 0.0000000e+00]"
22.jpg,0,"[0.00000000e+00 1.64924860e-02 1.31371185e-01 1.08054222e-03
 3.81374538e-01 1.35352135e-01 3.98094504e-04 1.09191630e-02
 0.00000000e+00 0.00000000e+00 1.01798447e-02 2.53643066e-01
 2.84353213e-04 4.88689423e-01 3.31726462e-01 9.09930270e-04
 1.12035163e-02 0.00000000e+00 0.00000000e+00 1.23977996e-02
 5.99928379e-01 0.00000000e+00 1.57247320e-01 1.15219921e-01
 2.27482567e-04 6.25577057e-03 0.00000000e+00 0.00000000e+00
 7.39318319e-04 1.99047253e-02 0.00000000e+00 4.04918976e-02
 6.47756606e-02 5.68706419e-05 5.68706419e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.01414402e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.17522823e-03 2.33738329e-02
 0.00000000e+00 4.09468636e-03 9.09930270e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.07101477e-03
 7.33631290e-03 0.00000000e+00 1.19428348e-03 1.13741284e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.21795496e-03 1.21134464e-02 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
